MCU问题单号,问题描述,进展,根因,对策,车族,车型,电驱代号,管理平台,问题类别,问题解析报告,问题解析附件,车辆类型,仪表指示灯,故障DTC,故障工况,故障时刻
HW-H67A-H285NQ-009,H67-4139，0618，-30度，SOC19%，锁车静止一晚后，开始插枪快充，9点53预热过程中停止充电后仪表提示车辆异常,,"1.MCUR正常退出加热时，电流从340A降到0存在斜率；
2.正常退出加热时，高压不会马上下降，MCU可以正常按照一定斜率退出加热；
3.异常工况是先降低高压，再退出加热，此时由于高压降低到阈值以下会直接退出加热；
4.整车重新上高压时，MCU会继续开管走斜率降低电流，导致BMS预充失败，整车无法上高压；",1.MCU识别到高压跌落直接关闭加热，不再开启；,H67系列,H67A-EV-800V,H285N-Q,青山800V-ID5,软件|应用层,https://hav4xarv6k.feishu.cn/file/UqRObDCBPoyolGx7TPXcn9VTnDh,https://hav4xarv6k.feishu.cn/drive/folder/FHwHfLVdqlPDMQd3Z1PcmRmOnXA?from=from_copylink,试验车,动力系统故障红灯,P161E09,车辆启动,
SW-SPCA2-H320AF-007,单板上电后无通讯，软件无法刷写，在1003就超时失败,,"上电后boot顺利进入APP，但因APP卡死导致无通讯，无法刷写。
卡死的原因为上次刷写中断导致APP不完整，使用调试器强刷APP后软件运行正常。",B样增加增加AB备份可避免该类问题,NA,SPCA-2平台,H320A-F,智新科技800V-分布式,,http://NA,NA,试验车,无,NA,无法确认故障工况,
SW-SPCA2-H320AF-008,二合一台架上油泵无通讯,万用表测量油泵供电正常，整车发送报文正常，但油泵无回复,图纸无问题，转接线制作时正负反接,"临时对策：二合一台架问题件，油泵供电反接
永久对策：图纸无问题，3根制造问题件已隔离",NA,SPCA-2平台,H320A-F,智新科技800V-分布式,制造|工艺,https://hav4xarv6k.feishu.cn/slides/AOwzsuMEIlwwIDdzojEcN57KnVf?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/P5VTfC1uYlFY30dA8RScgLdLnTd?from=from_copylink,试验车,无,U069887,无法确认故障工况,
SW-SPCA2-H320AF-009,新版软件软解码角度跳变,,定义左右电机标定量时，右电机进行定义，左电机进行外部声明，共用同一个标定量。此时如果左右标定量数据类型定义不一样，数据传递会产生紊乱，导致软解码角度乱跳,重新检查所有共用标定量左右定义保持一致,NA,SPCA-2平台,H320A-F,智新科技800V-分布式,软件|应用层,http://NA,NA,试验车,无,NA,无法确认故障工况,
SW-SPCA2-H320AF-010,二合一台架环境下XCP通讯受干扰（未上高压、未开管），无法进行标定,"1、整车CAN未受影响，标定CAN受影响；
2、CAN芯片发送端波形正确，接收端出现毛刺、尖波或整体电压抬升",油泵报文为CAN FD，XCP为普通CAN，导致油泵报文会对标定产生干扰,油泵通讯及XCP统一为CANFD,NA,SPCA-2平台,H320A-F,智新科技800V-分布式,软件|底层,http://NA,NA,试验车,无,U007400,无法确认故障工况,
SW-SPCA2-H320AF-011,底层硬件故障误报，三相硬件过流、硬件过压上电就报,,硬件故障判断延时太短，导致一上电状态不稳定，直接对应硬件引脚会被拉低,,NA,SPCA-2平台,H320A-F,智新科技800V-分布式,,,,试验车,无,"P0A5F19,P161517",无法确认故障工况,
SW-SPCA2-H320AF-012,"左右电机转速显示颠倒，左电机显示右电机转速
硬件&软件采样不一致，UW反向（旋变接反）",,总成标注错误。,,NA,SPCA-2平台,H320A-F,智新科技800V-分布式,,,,试验车,无,NA,无法确认故障工况,
SW-H47A-H285NQ-022,"【自研】2026-06-22 19:24:00,坡道30%助坡，全油门起步，有顿挫一下，无故障码，未停车回复正常.。电机出现硬件过流故障。,软件版本：IVI: DB ADCU:AH VCM:DE VIU:BH TBOX:BG BMS:AD MCUR:AH",已确认原因,AH软件已导入硬件过流对策：请求扭矩大于300Nm，谐波使能转速条件250rpm；请求扭矩小于260Nm，谐波使能转速维持当前的150rpm；250rpm=150rpm+100rpm（偏移转速）。AJ软件为解决NVH问题，下调了150rpm到125rpm，但偏移转速未更改，导致250rpm的开启值随之降低到225rpm，故障数据在340Nm@202rpm触发谐波导致过流，与前期导致过流原因一致,调整偏移转速，保证大扭矩下谐波开启转速维持250rpm，与前期AH软件对策保持一致,H47系列,H47A-EV-800V,H285N-Q,青山800V-ID5,软件|应用层,http://无,无,试验车,电机故障红灯,P0A5F19,激烈驾驶,
SW-SPCA2-H320AF-013,电控上低压后，PCBA烧蚀严重,,"低压线束制作错误，将PIN4、PIN5互锁线束接入正负极线束
连接电源后，PCBA处于持续短路，最终烧蚀","临时对策：已制作线束将PIN4、PIN5端子挑开
永久对策：PIN4、PIN5互锁与供电PIN区分开",NA,SPCA-2平台,H320A-F,智新科技800V-分布式,硬件|低压侧,https://hav4xarv6k.feishu.cn/slides/UrUqs3e89lgOxdd2c2mczQjHnDb?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/GiJKfYcERlQq1wddeH8cF0Ffnmd?from=from_copylink,试验车,无,NA,车辆启动,
SW-H47A-H170YB-005,低温环境仓快充点电机故障灯,,油泵在低温环境下转速无法达到请求转速,堵转加热模式下，油泵转速不合理故障诊断为油泵轻微故障，只记录DTC不点灯,H47系列,H47A-EV-800V,H170YB,智新科技800V-ID4-异步,软件|应用层,https://hav4xarv6k.feishu.cn/wiki/Ue8Gw4ch6iRKn8kDOzwc1NQonNe?from=from_copylink,,试验车,电机故障黄灯,P0A0509,无法确认故障工况,
SW-H56E-H285NQ-017,D/R档怠速轻制动有连续抖动。H56E-HW-408#，20260625，8:42，3943km，D/R档怠速轻制动到1kph，车辆有连续轻微抖动。,,软件死区补偿未开启，低速控制不稳,开启死区补偿,H56系列,H56E-PHEV-800V,H285N-Q,青山800V-ID5,性能|驾驶性,,,试验车,无,NA,平稳驾驶,
SW-H56E-H285NQ-018,"更新最新AL版本-MCUR软件后：
1.起步嗡嗡压耳，并伴随抖动。
2.起步后低速段载频声明显(类似电流声)，这个声音是油泵的工作声，起步的时候转速突然提上来（速度段很短，声音量级较大）。
3.起步后低速段有个阶次啸叫，xiu~一声，（速度段很短，声音量级较大）。
经济模式，1比较严重。
经济模式，爬坡123都很严重。",,"1、低速抖动：未开启软件死区补偿，扭矩控制不稳导致抖动；
2、油泵工作声：低速大油门起步爬坡，所需扭矩较大，油泵转速高，但车仍为静态，车内可明显感知；
3、载频啸叫：低速载频为2k，载频越低，PWM周期越长，电流纹波越大，电磁激振力越强，振动幅度更大，啸叫更刺耳。","1、打开死区补偿，更新低速防抖标定参数；
2、将低速爬坡工况油泵转速降到3500rpm；
3、调整低速载频策略为5k",H56系列,H56E-PHEV-800V,H285N-Q,青山800V-ID5,性能|驾驶性,,,试验车,无,NA,平稳驾驶,
SW-SPCA2-H320AF-014,台架反馈旋变信号质量差,"260626：
1、两拍差问题已解决（底软100us函数位置调整）
2、旋变过零波动大（开口），影响后续软件解码精度
260627：三方现场解析",旋变屏蔽罩设计不良，辐射抑制效果差,,NA,SPCA-2平台,H320A-F,智新科技800V-分布式,硬件|低压侧,https://hav4xarv6k.feishu.cn/slides/Lb6JsUFbclimexdu99TcRTLintf?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/XZQefzS0WlwIS7drjddcg5jEndg?from=from_copylink,试验车,无,NA,无法确认故障工况,
SW-H56E-H285NQ-019,车辆碰撞后主动放电失败,"20260325：
车辆触发碰撞后主动放电失败，已确认原因为车辆碰撞后触发了三级故障导致无法开管，未按岚图状态机需求开发；
20260414：
故障报告已提供，问题关闭；",,,H56系列,H56E-PHEV-800V,H285N-Q,青山800V-ID5,,,,试验车,无,,无法确认故障工况,
SW-H47A-H170YB-006,"【华为版】2026-06-27 18:41:00,车辆起步抖动,软件版本：CDC: BC MDC:CK VCM:DH VIU:BJ TBOX:AH",待处理,"为解决有预加载扭矩的经济模式开管问题，开管250ms不补偿防抖扭矩，为避免扭矩补过0；
是否有预加载扭矩是基于能量管理的分配比策略，并不基于是否开关管，问题工况开管之后无防抖扭矩，导致抖动。","防抖策略变更：
改前：开管250ms内不补偿防抖；
改后：开管250ms内 && -3Nm<请求扭矩＜3Nm，不开启防抖。",H47系列,H47A-EV-800V,H170YB,智新科技800V-ID4-异步,性能|驾驶性,,,试验车,无,NA,车辆启动,
HW-H67A-H285NQ-010,"EMC整车宽带辐射发射和低频电磁场发射超标；
宽带发射：左侧垂直：-3.85dB；右侧垂直：-5.39dB。
低频电磁场发射：
电场发射：16km/h时车辆后部：-0.335dB；70km/h时车辆后部：-3.477dB；
磁场发射：16km/h时车辆右侧径向：-1.444dB；70km/h时车辆右侧径向：-3.16dB；",,,,H67系列,H67A-EV-800V,H285N-Q,青山800V-ID5,性能|EMC,,,试验车,无,NA,无法确认故障工况,
SW-H67A-H200C-006,客户来电表示车辆亮动力故障灯，车子限速；仪表亮乌龟灯，车辆无法行驶,"260714：已在智新拆解，现场测试sin及cos相位异常，故障复现，测量波形发现sin和cos相位异常，更换新逆变砖故障恢复锁定逆变砖异常，通过排查发现PCB上L123前波形正常L123后波形异常，排查发现L123阻值异常，拆下后故障不复现
260715：
1.今天已在振动台架上开始故障复现，暂未复现；
2.研发已在正常板子上将相同位置电感拆掉连接一个47K电阻进行故障注入测试进行故障复现，sin和cos及励磁全部相位异常，跟异常样件表现一致锁定故障原因为该位置电感阻抗异常。
故障锁定为励磁电路共模电感异常 转质量
20260721：
已发生三例故障，分别异常点为穿缸件、DSP、差模电感，转质量；",已发生三例故障，分别异常点为穿缸件、DSP、差模电感，转质量,单件质量问题,H67系列,H67A-PHEV-800V,H200C,智新科技800V-ID4-同步,制造|工艺,https://hav4xarv6k.feishu.cn/drive/folder/LjN7fCQv5lwmxxd8Gmhc1nh9nrd,https://hav4xarv6k.feishu.cn/drive/folder/LjN7fCQv5lwmxxd8Gmhc1nh9nrd?from=from_copylink,商品车,"动力系统故障黄灯, 电机故障红灯",P0A3F09,平稳驾驶,
SW-H47A-H170YB-007,47A测试的时候，报了蓄电池故障，Energy_CANFD网段错误帧，怀疑H170YB EMC抗扰差,,,,H47系列,H47A-EV-800V,H170YB,智新科技800V-ID4-异步,,,,试验车,无,NA,无法确认故障工况,
SW-H47A-H285NQ-023,"【华为版】【自动化测试】2026-06-28 19:30:00,2026/6/28 19:30 4101车 MCUR:161F09 缺相自检故障，三级故障，实车实际是0级故障，无客户影响。,软件版本：CDC: BC MDC:CK VCM:DH VIU:BJ TBOX:AH",7/3：问题已排查确认原因,当前应用层下发开管指令关联KL15。而故障工况满足缺相自检条件（高压&静态），进入自检过程，但此时无KL15，实际未开管，导致自检电流为0，误报出缺相,"优化请求开管条件，不关联KL15
TBD：开管条件还有哪些@樊萌",H47系列,H47A-EV-800V,H285N-Q,青山800V-ID5,软件|应用层,http://无,无,试验车,无,P161F09,车辆启动,
SW-H56E-H285NQ-020,"更新最新AL版本-MCUR软件后：
1.起步嗡嗡压耳，并伴随抖动。
2.起步后低速段载频声明显(类似电流声)，这个声音是油泵的工作声，起步的时候转速突然提上来（速度段很短，声音量级较大）。
3.起步后低速段有个阶次啸叫，xiu~一声，（速度段很短，声音量级较大）。
经济模式，1比较严重。
经济模式，爬坡123都很严重",,,,H56系列,H56E-PHEV-800V,H285N-Q,青山800V-ID5,,,,,,,无法确认故障工况,
SW-H47A-H285NQ-024,"D档起步或倒车，控制车速1km/h左右时，车辆轻微抖动：7月1日,8:34，D档起步或倒车，控制车速1km/h左右时，车辆轻微抖动。",已知问题，已确认原因,死区补偿未打开,打开死区补偿,H47系列,H47A-EV-800V,H285N-Q,青山800V-ID5,性能|驾驶性,http://无,无,试验车,无,NA,平稳驾驶,
SW-SPCA2-H320AF-015,四个电机状态都发不出来，偶发电驱无法唤醒问题,当前只有KL15唤醒，未做NM唤醒,"CAN网络管理未集成，等待KL15 ON，无NM唤醒
只有KL15未唤醒的原因 TBD",NM管理功能集成，唤醒正常,NA,SPCA-2平台,H320A-F,智新科技800V-分布式,软件|底层,https://hav4xarv6k.feishu.cn/slides/PZtksT2TllBnvcdjpIsc3qoOnqh,https://hav4xarv6k.feishu.cn/drive/folder/Oj1IfYjcIlVyWadHdT1cbSoenCh?from=from_copylink,试验车,无,NA,车辆启动,
SW-H47A-H285NQ-025,原地怠速仪表多个故障灯点亮：H47A-429#2026/7/5，时间18:19，里程12871km，温度45℃，SOC40%，经济+能量回收标准，车辆静止状态，仪表提示动力性能减弱，动力系统故障灯点亮，电子车身稳定系统、陡坡缓降故障灯、自动驻车指示灯、驱动电机故障灯（红色）、功率受限指示灯全部点亮，锁车几分钟后解锁车辆恢复正常。（旋变故障）,"20260709：
1）整车未通过样机明天更换新的逆变砖，确认EMC异常是否仍然存在（预计7月10日完成）；
2）整车更换双陶瓷球轴承总成确认EMC是否存在失效（预计7月11日完成）；
3）青山台架测试异常样机和正常样机的轴电压轴电流区别（预计7月10日完成）；
20260708：今日验证工况见附件，根据现有结果可初步判断轴电流对EMC影响很大，传导路径为两侧半轴，且左半轴（电机侧）影响更明显。
20260707：1、整车故障件增加2.2nF X电容复测，结果无改善，与台架验证效果不一致
2、逆变砖返厂测试结果：逆变砖阻抗、Y电容阻抗测试、母排阻抗测试无明显差异；650V/130A电压双脉冲测试尖峰电压、dv/dt、电压频域分析结果无明显差异
明天排查计划：
1、整车更换故障件与正常件逆变砖对比验证
2、电机端高压线束插头端口增加屏蔽网验证
3、电机端高压互锁线断开验证
4、补充一台同阶段逆变砖验证一致性；补充小电流测试",故障件端子热压焊压接不良，工装靠外且歪斜，导致边缘处的Sin端子受异常应力，与PCBA GND层接触，导致sin+对地短路，报出电涡流相关故障,"p硬件防流措施：
1、电涡流厂商焊接工艺已修正-5.22
2、电涡流总成产线工艺增加显微镜百检，检查线束与焊盘角度-7.25
3、沃德尔成品库存做高温120°存储2小时，拿出做阻值测试，再做终检测试-7.27
4、新生产件灌胶后做高温120°存储2小时，拿出做阻值测试，再做终检测试-7.26
5、青山成品库存100%测量阻值筛选后发货-7.26
p硬件设计优化：
1、取消PCBA边沿铺铜，端子焊盘附近GND优化
2、铺铜与焊盘之间的间距由0.2mm调整成0.4mm
3、sin信号测试孔尺寸由0.2mm调整至0.3mm
4、线束卡槽面抬高0.2mm
p软件兜底措施：
无位置传感器软件备份，可满足整车80kph@50%峰值扭矩下的跛行，计划于H67A 8.10日软件提交节点导入",H47系列,H47A-EV-800V,H285N-Q,青山800V-ID5,硬件|低压侧,https://hav4xarv6k.feishu.cn/file/KtBLbSLHrogydtxSJS2c6VVxnFg,https://hav4xarv6k.feishu.cn/drive/folder/B4WMfXVd5lhPtrdN7xCcObEznvc?from=from_copylink,试验车,"电机故障红灯, 动力系统故障黄灯",P0A3F09,车辆启动,
SW-SPCA2-H320AF-016,energycan终端电阻正确，MCUF无报文,260708：对策软件释放,底层CAN通讯配置参数，RX延时时间设置不合理，导致振铃异常现象（TBD，待验证）,RX延时时间加长,NA,SPCA-2平台,H320A-F,智新科技800V-分布式,软件|底层,https://hav4xarv6k.feishu.cn/slides/IAn7sucJql16qPdQDVkcpde7nAh,https://hav4xarv6k.feishu.cn/drive/folder/PNmLfFxdslffK8dDqp9c1D0en4c?from=from_copylink,试验车,无,NA,车辆启动,
SW-SPCA2-H320AF-017,四电机未集成DTCS的功能，IPB报故障,,"MCUR_DTCS信号发送，底盘诊断下列信号：
1、DMC_OperationMode_RA
2、DMC_TargetTorque_RA
3、SWInfo_RA
问题数据中，信号2、3发送错误，导致底盘诊断","MCUR_DTCS信号发送特定信号：
1、DMC_OperationMode_RA = 2（off）
2、DMC_TargetTorque_RA = 20000
3、SWInfo_RA = 3330 （根据IPB_DTCS variant信号计算，H47A variant = 13）",NA,SPCA-2平台,H320A-F,智新科技800V-分布式,软件|应用层,https://hav4xarv6k.feishu.cn/slides/K19isNR4KlS2LlduhJacFDZSnUc,https://hav4xarv6k.feishu.cn/drive/folder/EtZnfahwUlFNNhdZFGbcW1Vpnob?from=from_copylink,试验车,无,NA,车辆启动,
SW-H47A-H285NQ-026,"【华为版】2026-07-07 16:42:00,高能模式，坡道30度驻坡，全油门起步，连续抖动两次,软件版本：IVI: DE ADCU:AL VCM:DH VIU:BJ TBOX:BH","7/13：已确认原因
20270709：
目前怀疑点为：
1）电流环PI参数设置不合理；
2）低速大扭矩阶段载频过低，控制不稳定；
3）低速大扭矩阶段电压前馈参数不合理导致抖动；
目前在整车进行2K和5K载频进行验证，目前暂未复现；
预计明天在台架进行低速大扭矩工况验证，确认具体异常原因；
20260708：已读取到黑匣子数据，确认过流瞬间相电流和Uq存在异常波动，目前怀疑方向为：1、谐波开启关闭产生激励不能收敛；2、载频2K大电流可能引发异常；
下步计划为：
1、青山整车按以上工况复现，2ms采集三相电流，查看趋势，同步观测载频，谐波等状态
2、襄阳车加强爬坡测试，挂电脑采集内部量
3、青山查看谐波开启关闭详细逻辑
4、协调台架资源进行复现；
20260707：已确定为V相过流，青山已协调人员7.8上午到达襄阳读取黑匣子数据进行分析",电流环Kp参数设置稍大，且低速大扭矩载频降低为2K，控制带宽不够，导致电流发散产生过流,修改低速段Kp（1000rpm以内）参数，并将低速大扭矩的载频由2KHz更改为5KHz,H47系列,H47A-EV-800V,H285N-Q,青山800V-ID5,软件|应用层,https://hav4xarv6k.feishu.cn/file/UYSxbqKSVolSTnx7RnacksQ2nje,https://hav4xarv6k.feishu.cn/drive/folder/MW0JfB9LzlZdOAdaPJPc3K2lnUg,试验车,无,P0A6219,激烈驾驶,
