MCU问题单号,问题描述,进展,根因,对策,车族,车型,电驱代号,管理平台,问题类别,问题解析报告,问题解析附件,车辆类型,仪表指示灯,故障DTC,故障工况,故障时刻
SW-H37A-L200A-005,RWD配置车型，通过诊断指令2E F1 90对MCUR写VIN码，控制器无响应,根因分析doc文件下载无权限,目前软件在发送流控帧之后会启动stmin计时，如果ECU回复流控帧和收到第一帧连续帧时间小于stmin时间也不会响应,,H37系列,H37A-EV-400V,L200A,智新控制400V-ID2,软件|底层,http://无,https://hav4xarv6k.feishu.cn/drive/folder/IbIff1UDxlY8wqdFyZmcXLoJnqe,试验车,无,NA,无法确认故障工况,
SW-H37A-L200A-006,行驶中车辆突然顿挫一下， 仪表动力系统故障灯，电机故障灯长亮，并显示车辆异常请靠边并联系岚图交付中心（单个轮速传感器异常，请斟酌是否应该抛锚）,,"原因分析：该问题为合理故障诊断，会对电机转速和底盘轮速进行一定比例的校验，因底盘来料问题导致单侧轮速信号失效，并触发该故障，该诊断是为防止因电机旋变失效导致的飞车。
后续计划：目前在对该故障诊断进行评估，研讨决定是否调整或降级该故障。",,H37系列,H37A-EV-400V,L200A,智新控制400V-ID2,软件|应用层,https://hav4xarv6k.feishu.cn/file/A4albK8gYoou10x0ZMIc1kjVnCh,https://hav4xarv6k.feishu.cn/drive/folder/NBzAf0mYKlkHSTdLxrmcbLMxnee?from=from_copylink,试验车,"电机故障红灯, 动力系统故障红灯",P291A62,平稳驾驶,
SW-H97a/c-L200A-047,车辆上电后动力系统故障灯、乌龟灯、发动机故障灯亮黄灯，电机故障灯亮红灯；（SOC16%）,,"1、分析故障后的的整车报文发现：
A、转速与母线电压都为0（母线电压与转速采集都是VP3481供电），说明VP3481没有工作。当输入电压大于8.5V，VP3481能正常工作；
B、上报F016故障；
C、整车已在READY状态，DCDC输出电压为14V；
2、模拟整车馈电后，对其进行搭电复现故障：
A、母线电压都为0，VP3481供电未使能；（主控芯片未发送Q5闭合指令）；
B、上报F016故障，测试低压输入电压12V；
3、对软件控制策略进行分析，发现以下问题：
A、软件初始化时，检测到12V过欠压（<6V/>24V），关闭VP3481供电使能；
B、初始化后的首个100ms周期函数执行时，判断12V过欠压故障，且Debounce次数为1；
C、后续的100ms周期任务中，周期进行12V过欠压判断，如果出现过欠压则将Flag置1；12V电压恢复正常时，如此时12V过欠压的Flag=1，会重新使能VP3481供电；
4、故障诊断策略缺陷说明：
如果12V电压在A、B步骤中出现过欠压（关闭VP3481供电使能，上报欠压故障， Flag=0）；但在步骤3中12V电压恢复正常，但此时Flag=0，不能重新开启VP3481供电使能。",,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,软件|底层,https://hav4xarv6k.feishu.cn/file/BKsqbQC1To6aukxRoGJcevrJnDe,https://hav4xarv6k.feishu.cn/drive/folder/LqMvfBr57lUQWAdJwMtcAxVKnAc,试验车,"电机故障红灯, 动力系统故障黄灯",B111716,车辆启动,
SW-H531-L160A-005,高速上急加速时，乌龟灯、动力系统等故障灯突然点亮，车辆无法提速，仅能以40时速行驶。（单个车轮转速信号无效值，导致MCUF故障和限速，诊断过于严格）,,"直接原因：前电机报转速不合理三级故障导致动力受限
根本原因：IPB的左前轮轮速传感器采样异常，致前电机转速校验错误报转速不合理故障；
设立该故障诊断的原因：基于H97电机旋变采样异常，旋变无法诊断出采样故障导致电机扭矩控制异常，车辆失控问题的横展，故采用左右车轮的轮速对电机转速的合理性进行校验，防止电机旋变采样异常但是旋变芯片自身无法检测到该异常，仍采用错误信号进行控制扭矩控制而导致扭矩失控。",,H53系列,H531-PHEV-400V,L160C,智新控制400V-ID2,软件|应用层,https://hav4xarv6k.feishu.cn/file/EoVjb0B8GoWHdCxEjnFc2dMZnic,https://hav4xarv6k.feishu.cn/drive/folder/BUGxfrRxIlixW5dsUCIcnUrVnSb,试验车,"电机故障红灯, 动力系统故障黄灯",P291A62,平稳驾驶,
SW-H37A-L200A-007,"急加速时车辆动力丢失，仪表提示“车辆异常请靠边，并联系交付中心”：H37-PVS-542#,2023年9月13日，仪表里程20251km，SOC35%，时间6:53,电驱动总成停走工况，车辆设置为运动/舒适模式，车辆急加速至60km/h,仪表屏闪现故障提示“车辆异常请靠边，并联系交付中心”，车辆动力丢失。6:53-7:05多次测试问题会重复出现。“经济，郊游，雪地摸式”暂时没有发现有同类问题。",,在增加部分功能后，MCU芯片的任务负载率过高，在全油门加速时，速度突变较快，芯片计算会出现丢帧现象，导致报出VCU MCUR1 2 3校验故障，导致限制动力（短暂限扭而非动力丢失，可自恢复）,,H37系列,H37A-EV-400V,L200A,智新控制400V-ID2,软件|底层,https://hav4xarv6k.feishu.cn/file/LhWlbYWAFoQN3jx2UWVcIMHunyg?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/NBzAf0mYKlkHSTdLxrmcbLMxnee?from=from_copylink,试验车,动力系统故障红灯,NA,激烈驾驶,
SW-H97a/c-L200A-048,总线母线电压不更新,,中断程序跑死,,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,软件|底层,https://hav4xarv6k.feishu.cn/file/GfZqbH3C4o60xCx4z6wcb70UnZg,https://hav4xarv6k.feishu.cn/drive/folder/NogFfiYQLl8qTCdifMTcW4nsnwf,试验车,无,NA,车辆启动,
SW-H97a/c-L200A-049,H97C增程行驶缓慢，加不上速,"1、分析故障后的的整车报文发现：
A、后驱转速大于前驱转速4倍左右
B、后驱母线电流远大于BMS且为负值；
C、后驱进入ASC导致整车无法移动
2、通过标定CAN读取控制器内部信息发现：
A、低压上电过程中，SBC（电源芯片TLF35584）上报SS1故障；
B、 主控检测到SS1故障后，控制逆变砖进入ASC状态，导致母线电流过大且为负值；
C、同时软件底层载波频率调整为2K，应用层载波频率还是默认值9K。
D、旋变sin/cos信号采集正常，但载波频率异常，导致软解码计算错误，后驱转速大于前驱4倍。
3、通过标定CAN读取控制器内部故障时刻信息，发现故障时刻SBC芯片内部寄存器没有上报故障；
4、测试故障时刻SBC芯片引脚SS1波形，发现SBC芯片从INT跳到Nomal状态后，存在短暂的低电平（100ns）；
5、通过对故障件上的SBC芯片进行ABA更换，确认SBC电源芯片存在问题。","SBC芯片从INT跳到Nomal状态后，存在短暂的低电平（100ns）,导致主控芯片进入ASC，整车加速不走",SS1硬件信号触发中断使能放在了SBC 状态机进入Normal之后的200ms,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,软件|底层,https://hav4xarv6k.feishu.cn/file/ReGhbcFGsoTyAxxNhdbcPqUjnFd?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/VwXSfgi7Xl2RirdyUs0cKvyVnad,商品车,"电机故障红灯, 动力系统故障黄灯",P292109,车辆启动,
SW-H97a/c-L160A-015,应急按键下电后，上电提示车辆故障无法上READY,,车辆下电过程又快速重启，即MCU高压还没泄放到60V以下又重启车辆了，导致MCU仍然在执行主动放电流程，有电流产生，致使预充失败,,H97系列,H97a/c-REV-400V,L160A-2,巨一400V,软件|应用层,https://hav4xarv6k.feishu.cn/file/Lq5rbERQQoYZhGxdh8BcjKsRnAg,https://hav4xarv6k.feishu.cn/drive/folder/OOSofmtsVlZHrFd6xugcwBvFnGb,试验车,动力系统故障红灯,P161E09,车辆启动,
SW-H97a/c-L200A-050,车辆挂D挡和R档几乎不走，深踩加速踏板也只能缓慢行驶，有很强的拖拽感。（车辆无任何故障灯和故障码）,,SBC电源芯片存在问题,,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,软件|底层,https://hav4xarv6k.feishu.cn/slides/QU8jsntqglZSu8dvb3fcoOZcnqh,https://hav4xarv6k.feishu.cn/drive/folder/TVGHf98IKlB8ePdhWZ0cmKu0nCb,商品车,"电机故障红灯, 动力系统故障黄灯",P292109,车辆启动,
SW-H97a/c-L200A-051,从后台数据分析在车速为27KM/h左右，后电机控制器进入Fault，踩油门无法加速，后电机进入ASC模式。,,330K信号上有锡珠导致短路,单件问题，更换MCU,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,制造|工艺,http://无,https://hav4xarv6k.feishu.cn/drive/folder/XrCFfNb8dly4WadCTeDc3WoKnjf,商品车,"电机故障红灯, 动力系统故障黄灯",NA,平稳驾驶,
SW-H97a/c-L160A-016,低速行驶时车辆突然加速后掉高压：ET1-302#，2023年10月5日，仪表里程25301km，时间6:12，早上车辆慢充充电完成，返回车间时车速约8km/h过圆转盘时整车掉高压，车辆无法上高压。7:40用诊断仪读取故障码，显示当前故障160C00 IGBT-B相上部Dsta故障，160700 硬件ASC故障和14D300 未找到故障码定义，历史故障160E00 IGBT-A相下部Dsta故障。,,IGBT损坏导致高压串入，使PCB板上稳压管损坏，后端供电异常，因而一直存在驱动欠压故障,NA,H97系列,H97a/c-REV-400V,L160A-2,巨一400V,硬件|高压侧,https://hav4xarv6k.feishu.cn/slides/S3ZwsmwS2ltPGLdZIDUct9Denvb,https://hav4xarv6k.feishu.cn/drive/folder/CyRUfDOqXlNYOHdIAUHcbmNjnVq,试验车,"电机故障红灯, 动力系统故障红灯",P161209,平稳驾驶,
SW-H56B-L160C-005,后电机软件过流,,低转速（100rpm内）峰值扭矩段PI参数切换转速点过低，高转速段（100-5000rpm）的PI参数在较低转速下电流控制不稳，引发过流,,H56系列,H56b-PHEV-400V,L160C,智新控制400V-ID2,软件|底层,https://hav4xarv6k.feishu.cn/slides/M8uOsiD5BlYw04dlr7tcvBiZnyg,https://hav4xarv6k.feishu.cn/drive/folder/Be7sfQYLAlPBnbdXYBjcntfInbh,试验车,"电机故障红灯, 动力系统故障黄灯",P0A6819,激烈驾驶,
SW-H531-L160A-006,后电机控制器(MCUR)电检报故障码163183，BCM_peps E2E校验故障,Phev后电驱,H531实车BCM_peps E2E报文只包含power_mode信息，改帧报文未进行E2E和RollingCounte校验，当前阶段只对该故障进行记录DTC，未进行屏蔽,,H53系列,H531-PHEV-400V,L160C,智新控制400V-ID2,软件|底层,http://无,https://hav4xarv6k.feishu.cn/drive/folder/UOjhfYTgrlNRtUdgM0jcrRvonDd,试验车,无,U163083,无法确认故障工况,
SW-H97a/c-L200A-052,整车动力故障，电机故障灯，乌龟灯亮，动力受限,,"1、诊断仪读取整车故障：
A、当前故障： 硬件过流（三相电流＞1200A）
2、分析故障时刻，CAN报文数据：
A、电机控制器报三级故障前，控制器已不响应VCU扭矩，说明此时已存在故障，但故障未上报；
B、 当车速达到60KM/h时，电机控制器进入ASC，报硬件过流（根据台架测试，这是正常现象）；
3、 偶发扭矩不响应排查；
底层上传应用层中的一个局部变量未赋值。上电瞬间应用层采集了一个随机值2，导致底层低压电源建立失败，控制器进入Fault状态。",,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,软件|底层,https://hav4xarv6k.feishu.cn/slides/Fn0BssTyflonkzdnnFgcQGVRnJh,https://hav4xarv6k.feishu.cn/drive/folder/EDsofksLLlW9wWdltI0cYfCdnbh,试验车,"电机故障红灯, 动力系统故障黄灯",P0A5F19,车辆启动,
SW-H531-L160A-007,车辆上ready时，发动机故障灯点亮，读取当前故障码190600，MCUR请求点亮MIL,Phev后电驱,VIUML返修过程中出先复位，导致报文转发异常,,H53系列,H531-PHEV-400V,L160C,智新控制400V-ID2,软件|底层,https://hav4xarv6k.feishu.cn/slides/ADPmsZfBPlAQ29dlCaJckDIan2c,https://hav4xarv6k.feishu.cn/drive/folder/Pqmzf8MIvlg9DGd4nG5cQZtqn6A,试验车,,U163083,车辆启动,
SW-H37-L200B-001,电机采样超范围故障,,电机采样故障有-40--35度滞回区间的，实际温度在33℃，故障无法解除,更新DTC信息，将原来故障解除条件中的滞回取消，更改为在合理范围内,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/PmqddjfNJo6VWixebLDcS4P5ncc,https://hav4xarv6k.feishu.cn/drive/folder/MbDifgDNhlWQvqdiTb5ceCgTnub?from=from_copylink,试验车,电机故障黄灯,P0A0A11,车辆启动,
SW-H37-L200B-002,母线电流估算发0,,母线电流内部信号未关联,母线电流=母线电流估算值（需求：MCU需具备全工况全均应估算直流侧母线电流，满足100A以下±5A，100A以上5%的估算精度）,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/WXLldKwl9odLT1xh0qFctCslnMb?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/TvYWfvHqllRs1Ed2Io9cCZiJnYd?from=from_copylink,试验车,无,NA,平稳驾驶,
SW-H97DLC-L200B-001,加速后滑行制动，车速10~20kph范围内剧烈抖动,,故障复位后，恢复参数不成熟,参数调整：反电势补偿系数表（表断点：电机转速；表数据：基于转速的反电势补偿系数，参与解耦运算和反电势补偿）,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/QJKbdWYiPoP0xlxc5gKcK00LnQb?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/DrtjfUTK0lg64bdyHzrcRuUFnXL?from=from_copylink,试验车,无,NA,平稳驾驶,
SW-H97DLC-L200B-002,整车下电之后车MCUR报欠压故障,,电控的过压和欠压故障未关联KL15状态，车辆下电后，高压正常退电，降低到欠压阈值之后车辆报欠压故障,将MCU过压和欠压故障关联KL15,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/VNRcdj6xWo4GE9xjiRUcXeJmnxf?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/O5Fcfj9Y4le6SCdDMnmcXdwfnAf?from=from_copylink,试验车,电机故障红灯,"P1D7E16,P2D9E16",车辆启动,
SW-H97DLC-L200B-003,RMCU的302报文发送的三相IGBT温度一样,,IGBT三相温度目前都是是内部取三相最高值发出，因此报文中的IGBT三相温度都相同,IGBT三相温度单独发出,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/Aj34d4LJEoDPRVxvMPCcR3B7nec?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/Evy8ftJDvl3D5Vd0XcXcrkrNn1g?from=from_copylink,试验车,无,NA,车辆启动,
SW-H97DLC-L200B-004,RMCU的312中的能量流状态发送异常,,"312中的能量流状态报文：mcur0_stEgyFlowAndBatt发送异常。要求0x1：Rear_MOTOR_TO_BATTERY，0x2：BATTERY_TO_Rear_MOTOR；0x0：NEUTRAL。
实际情况下，车辆在enable情况下全部发送0x3；车辆在Standby的情况下发送0x2","mcur0_stEgyFlowAndBatt，关联扭矩、转速、档位
重新按照RMCU的真实状态发送能量流的状态",H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/D90ZdQeAao6IYLxfODpcer0onmh?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/AfTefpcSrlTd4EdXB6QcKZ9Rn9c?from=from_copylink,试验车,无,NA,平稳驾驶,
SW-H97DLC-L200B-005,网络管理报文632发送异常,,目前软件网络管理报文632中的主动唤醒状态：MCUR0_AWB一直发送的主动唤醒0x1：Node has woken up the network (active Wakeup)，导致off挡情况下车辆无法正常休眠。正常情况MCU不会主动唤醒网络，要求MCUR0_AWB持续发送0x0：Node has not woken up the network (passive wakeup),重新变更网络管理报文的发送逻辑,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|底层,https://hav4xarv6k.feishu.cn/docx/S3FQdmTE5o1vhwxf4PFcsoFdnQr?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/VvDffOCEdl6Uesdl8QOcJuXQnYe?from=from_copylink,试验车,无,NA,车辆启动,
SW-平台-L200B-001,故障报出机制有延时，应修改为故障发生时刻及时报出问题,,所有故障按DTC表的顺序在10ms任务中轮询，完成一次70*10=700ms,一个10ms任务内，循环所有故障DTC，并放在故障码存储数组中，100ms报文按存储数组轮询发故障码,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/EBH9dORLGoeJQNxZekJcMfjnnRd?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/EanEfjTWilyuESdQlQ4ccJQpn9b?from=from_copylink,试验车,无,NA,无法确认故障工况,
SW-H37-L200B-003,"更换后电驱动总成，驱动电机严重故障和车辆动力系统故障，车辆无法上高压：H37-PVS-547#,1月3日，仪表里程15858km，时间10:23，SOC76%，更换NVH验证后电驱总成，车辆起步时车尾有“咚咚”两声异响，并伴有明显顿挫，仪表提示驱动电机严重故障和车辆动力系统故障（红色），并有文字提示：车辆异常，请靠边并联系交付中心，车辆掉Ready，无法上高压。锁车后断蓄电池约6分钟，车辆重新上电恢复正常，故障码也消失。",,电流环发散，为真实过流,整车端进行工况复现，分析电流数据后，台架端进行电流标定,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/I8ZCdWDj1o71Cdxd5JTcIZEZnUv,https://hav4xarv6k.feishu.cn/drive/folder/XckwfrSzWlSxqgdEHDbcmZgInMc?from=space_personal_filelist,试验车,"电机故障红灯, 动力系统故障黄灯",P0A5F19,平稳驾驶,
SW-H37-L200B-004,Fault后无法主动放电,,"智新旧状态机定义：
Failure至ActiveDischarge需满足碰撞==1
故Fault后无法响应VCU放电指令",按需求开发,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/Ht6Cddpjhof6G7xzPYgc5aBOnWh?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/FW9EfwFXZlWwsrdgDhmc8M5Snwu?from=from_copylink,试验车,无,NA,车辆启动,
SW-平台-L200B-002,WOT工况测试，355V电压下，MCU未能完全响应VCU请求扭矩（PDCM_MCUR_TorqueReq=MCUR_MotorMaxPositiveTorque），差几十Nm,,"MCUR_MotorMaxPositiveTorque外特性能力未关联当前电压，始终按380V下标定的最大机械功率Pmax=210KW进行计算外发
MCUR_MotorMaxPositiveTorque=Min[9550*Pmax/n，380Nm]
导致：
1、低电压下，实际扭矩不达
2、高电压下，实际扭矩能力仍有余量","外特性扭矩能力计算，增加电压维度
包含：最低电压、350V、380V、最高电压",H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/VqZQdFnzLo6bLmx2erJc2Kj2nSg?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/EXadflteilRDbvdLjwUckZPFnif?from=from_copylink,试验车,无,NA,平稳驾驶,
SW-平台-L200B-003,蠕行硬件过流,,智新台架复现，500rpm大扭矩下，电驱油泵负载大，将低压拉低导致MCU报驱动欠压故障；转速提升，电压恢复后，IGBT开管报硬件过流故障,"更新油泵软件，整车故障未再现
后续利用故障自恢复进行规避",H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/SWZNdYgPKoo9GPxC1tHcZZ7knid?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/XIg9fkIcGlWFPddNpBscXSnwnFG?from=from_copylink,试验车,"电机故障红灯, 动力系统故障黄灯","P162209,P0A5F19",车辆启动,
SW-H37-L200B-005,无Fault，MCU不响应VCU放电请求,,休眠过程中，MCU内部状态机内Ready至Standby条件满足（NM Mes=0 && KL15=0），Standby无法响应VCU请求跳转至Discharge状态,按需求开发,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/B5EAdgCsJo0xaTxnDCQcIzOmnVe?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/NTy9fSupulb5Jrdhh62cBclnnSh?from=from_copylink,试验车,无,NA,车辆启动,
SW-H37-L200B-006,停车加热开启瞬间，车辆抖动明显，抖动异常大,,注入电流加载斜率过大,标定测试加载斜率，原始为10，当前改进为0.1无抖动,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/IxeldewPPo1louxM2S9cyk44nJg?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/FUeIfMlvqljBxgdxIYecGUgHnYg?from=from_copylink,试验车,无,NA,车辆启动,
SW-H37-L200B-007,停车加热在低速起步，刹车时刻车辆抖动异常,,"加热功能未关联档位，需求：
堵转加热：P挡
行车加热：D挡，转速＞200rpm",0-x00rpm取消加热电流注入,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/ZRiSd5RxyoFmVdxSrvoczP3Antd?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/LymPfhanGlDK3KdSJUlcZ34cnTc?from=from_copylink,试验车,无,NA,车辆启动,
SW-平台-L200B-004,行车加热，加热功率超过1kw，电机嗡嗡声，NVH抱怨,,行车加热额外注入Id电流，电机NVH恶化，18、36阶噪声超标,400V暂无行车加热功能需求,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,性能|NVH,https://hav4xarv6k.feishu.cn/docx/WjmkdD7OFo5A8ixeDSjcqfXYnkb?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/Ka5BfGHNVlerbKdXhIUc5qp8njd?from=from_copylink,试验车,无,NA,车辆启动,
SW-H97DLC-L200B-006,下电之后MCU无法正常跳转到standby,,状态机跳转条件不合理,按需求开发,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,http://无,https://hav4xarv6k.feishu.cn/drive/folder/BP9AfgDFHlI6aadN9vbcpcxtnhB,试验车,无,NA,车辆启动,
SW-H37A-L200A-008,车辆动力系统严重故障灯常亮，车辆无法上Ready,L200B,"1、在低转速（200rpm）附近，电机油泵负载异常，导致控制器供电异常，MCU驱动芯片欠压后关管
2、随着电机转速提升，供电恢复正常，MCU带转速开管，电流环控制失控，导致最终报三级过流故障",,H37系列,H37A-EV-400V,L200A,智新控制400V-ID2,硬件|高压侧,http://无,无,试验车,"电机故障红灯, 动力系统故障红灯",P0A5F19,平稳驾驶,
SW-平台-L200B-005,动力系统故障指示灯常亮，车辆无法Reday,,"1、在低转速（200rpm）附近，电机油泵负载异常，导致控制器供电异常，MCU驱动芯片欠压后关管
2、随着电机转速提升，供电恢复正常，MCU带转速开管，电流环控制失控，导致最终报三级过流故障",NA,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,NA,http://无,https://hav4xarv6k.feishu.cn/drive/folder/PUvxffzzLlwF2JdIrFYcv2pingl,试验车,"电机故障红灯, 动力系统故障黄灯","P162209,P0A5F19",车辆启动,
SW-H97a/c-L200A-053,上电过程中报高压输入欠压故障,,"1、输入欠压故障诊断逻辑
A、故障成熟条件：低压上电完成，母线电压上电完成，内部状态机跳转到RUN模式，母线电压小于195V；
B、故障恢复条件：母线电压大于195V。
2、故障排查
A、低压上电不稳，母线电压跳变到195V左右，同时上电后320ms左右VCU发送了40ms ENABLE指令，导致上报欠压故障；
B、上电初始化时，MCUR软件清除DEM模块内部故障标志位，不会清除FIM模块故障标志位，当KL15为0时，会反复执行上述操作；
C、进行上述操作会导致内部故障被清除，但FIM上传的故障一直存在当高压上升到328.5V故障也未消失；",,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,软件|底层,https://hav4xarv6k.feishu.cn/file/PsUEbdYEeoQsYdxxLY4cyPDansH,https://hav4xarv6k.feishu.cn/drive/folder/QvdrfbnHGlPPNPd9qjQcno7BnRa,试验车,"电机故障红灯, 动力系统故障黄灯",P2D9E16,车辆启动,
SW-H97a/c-L200A-054,总装读取版本号失败,,软件编译之前没有对ROM没有清除，导致编译后软件出现BUG；,,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,软件|底层,http://无,https://hav4xarv6k.feishu.cn/drive/folder/EANaf191RlP9uId6XErcLpCWnLb,商品车,无,NA,车辆启动,
SW-H97DLC-L160D-001,搭小电瓶启动车辆，前驱报电机反向超速二级故障和驱动上桥欠压故障。,,芯片自检报出的故障，搭电启动过程中12V不稳定，驱动芯片检测到12V电压过低报出驱动欠压故障，此故障为三级故障，软件锁存，电压恢复故障依然存在。,电压恢复后软件进行故障恢复,H97系列,H97D LC-REV-400V,L160D,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/SGrKdCGeOoVcJyxBZHzcnwCHnS9?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/AD8rf71h0liag9dSw9Fc4nLhnhf?from=from_copylink,试验车,"电机故障红灯, 动力系统故障黄灯","P163137,P162209",车辆启动,
SW-H37A-H200A-006,仪表上电机故障灯和其他几个故障灯同时亮起,,驱动欠压,"静态下(<200r)发生三级故障时,通过将故障标志位清除的方式进行故障复位。一个
上电周期最多复位3次,第4次发生时上报故障",H37系列,H37A-EV-800V,H200A,智新科技800V-ID4-同步,软件|应用层,https://hav4xarv6k.feishu.cn/file/MqHibmGuaoguO8xdUT8c2XnPnXb,https://hav4xarv6k.feishu.cn/drive/folder/Jh6Zfnfqul4KN3d3Ol0cI3XinNq,试验车,"电机故障红灯, 动力系统故障黄灯",P162209,车辆启动,
SW-H97DLC-L200B-007,RMCU在整车下电的情况下烧写报预编程失败,,ESP属于常电模块，下电之后ESP模块掉线，VCU收不到ESP发出的车速信号，VCU车速发送255，MCU预编程条件为VCU的车速小于等于5Km/h，不满足预编程条件，因此无法正常烧写,将车速判断条件变更为vcu_speed≤5且VCU车速有效或VCU的车速无效,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/EUMRd4TdiojSchxCi1PcpmX4nYd?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/KqCgfVha2lOqDVdHu8ucaFZknLc?from=from_copylink,试验车,无,NA,无法确认故障工况,
SW-H37-L200B-008,扭矩估算值波动过大,,估算扭矩值未设置滤波，导致波动较大，不可用,扭矩估算优化一阶低通滤波模块，输出时滤波系数取0.1,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/B5CedY6L1omvWNxjHwZc2ZSknNw?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/Hn1DfO4WZlwB8DdGHgEc7uBcnl0?from=from_copylink,试验车,无,NA,平稳驾驶,
SW-H37-L200B-009,防滑未先于TCS作用，且扭矩限幅不对,,扭矩限制模块中，最大扭矩关联错误,模型更新，扭矩降额重新关联为最大扭矩,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/PRV8dTxu3ovEbixUGItcrwj5nAg?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/TFwefynI4lLMJNdFGAicFeGynpg?from=from_copylink,试验车,无,NA,激烈驾驶,
SW-H97DLC-L160D-002,20%坡道前电机堵转故障,,当前堵转故障成熟条件不合理，未经过台架标定,堵转成熟条件优化,H97系列,H97D LC-REV-400V,L160D,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/LyO4d5wAgo5sPExYFqGciXdYn6g?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/CAo5fWwKHlID85dkasccBrznngR?from=space_personal_filelist,试验车,"电机故障红灯, 动力系统故障黄灯",P163A38,平稳驾驶,
